,Account,Id,Ref,Qty,filled,Type,Action,Aux,Lmt,TrailStop,AlgoStrategy,LimitOffset,OutsideRTH,TIF,,
ADMP,DU2321894,0,,0,8268,LMT,BUY,0,0.63,1.79769313486232E+308,,1.79769313486232E+308,True,GTC,Filled Size: 8,268,, 139886425>=+0.6, 139886425>=+487800,margin >=+20
EXEL,DU2321894,0,,0,232,LMT,BUY,0,21.35,1.79769313486232E+308,,1.79769313486232E+308,True,GTC,Filled Size: 232,, 8088389>=+21.07, 8088389>=+2269100,margin >=+20
AHPI,DU2321894,0,,0,84,STP,SELL,4.75,0,4.75,,1.79769313486232E+308,False,GTC,Filled Size: 84,
AHPI,DU2321894,0,,0,0,LMT,SELL,0,7.4,1.79769313486232E+308,,1.79769313486232E+308,True,GTC,Cancelled by System:
,
FNHC,DU2321894,0,,0,166,STP,SELL,5.7,0,5.7,,1.79769313486232E+308,False,GTC,Filled Size: 166,
FNHC,DU2321894,0,,0,0,LMT,SELL,0,7.48,1.79769313486232E+308,,1.79769313486232E+308,True,GTC,Cancelled by System:
,
