COLUMN,0
DES,AAL,OPT,SMART/AMEX,20200710,12.5,Call,100
DES,AAPL,OPT,SMART/AMEX,20200710,390,Call,100
DES,AMD,OPT,SMART/AMEX,20200710,54,Call,100
DES,AMZN,OPT,SMART/AMEX,20200710,3150,Call,100
DES,NET,OPT,SMART/AMEX,20200710,42,Call,100
DES,GILD,OPT,SMART/AMEX,20200710,80,Call,100
DES,DIS,OPT,SMART/AMEX,20200710,118,Call,100
DES,FB,OPT,SMART/AMEX,20200710,250,Call,100
DES,NFLX,OPT,SMART/AMEX,20200710,520,Call,100
DES,NVDA,OPT,SMART/AMEX,20200710,420,Call,100
DES,ROKU,OPT,SMART/AMEX,20200710,138,Call,100
DES,TSLA,OPT,SMART/AMEX,20200710,1400,Call,100
DES,WMT,OPT,SMART/AMEX,20200710,126,Call,100
DES,BYND,OPT,SMART/AMEX,20200710,146,Call,100
DES,NKLA,OPT,SMART/AMEX,20200710,59,Call,100
DES,SPY,OPT,SMART/AMEX,20200710,320,Call,100
DES,AAL,OPT,SMART/AMEX,20200710,11.5,Put,100
DES,AAPL,OPT,SMART/AMEX,20200710,380,Put,100
DES,AMD,OPT,SMART/AMEX,20200710,52,Put,100
DES,AMZN,OPT,SMART/AMEX,20200710,2950,Put,100
DES,BA,OPT,SMART/AMEX,20200710,180,Put,100
DES,DAL,OPT,SMART/AMEX,20200710,23,Put,100
DES,DIS,OPT,SMART/AMEX,20200710,116,Put,100
DES,FB,OPT,SMART/AMEX,20200710,240,Put,100
DES,NFLX,OPT,SMART/AMEX,20200710,500,Put,100
DES,NVDA,OPT,SMART/AMEX,20200710,410,Put,100
DES,ROKU,OPT,SMART/AMEX,20200710,130,Put,100
DES,TSLA,OPT,SMART/AMEX,20200710,1250,Put,100
DES,WMT,OPT,SMART/AMEX,20200710,120,Put,100
DES,BYND,OPT,SMART/AMEX,20200710,140,Put,100
DES,SPY,OPT,SMART/AMEX,20200710,315,Put,100
DES,NKLA,OPT,SMART/AMEX,20200710,59,Put,100
DES,UAL,OPT,SMART/AMEX,20200710,28,Put,100
DES,ULTA,OPT,SMART/AMEX,20200710,200,Call,100
