,Account,Id,Ref,Qty,filled,Type,Action,Aux,Lmt,TrailStop,AlgoStrategy,RTH,TIF,,
LYTS,DU3053535,3327,,109,1.79769313486232E+308,TRAIL,SELL,0.78,0,8.32,,False,GTC,,
LYTS,DU3053535,3326,,109,1.79769313486232E+308,LMT,SELL,0,11.03,12.03,,True,GTC,,
LOCO,DU3053535,3341,,51,1.79769313486232E+308,LMT,SELL,0,22.46,23.46,,True,GTC,,
LOCO,DU3053535,3340,,51,1.79769313486232E+308,LMT,BUY,0,19.7,20.7,,True,GTC,,,20201228 09:30:00 EST, 162104095≥+19.32, 162104095≥+68309,margin ≥+20
LPG,DU3053535,3339,,78,1.79769313486232E+308,TRAIL,SELL,1.07,0,11.63,,False,GTC,,
LPG,DU3053535,3338,,78,1.79769313486232E+308,LMT,SELL,0,15.36,16.36,,True,GTC,,
LPG,DU3053535,3337,,78,1.79769313486232E+308,LMT,BUY,0,12.95,13.95,,True,GTC,,,20201228 09:30:00 EST, 150632114≥+12.69, 150632114≥+143891,margin ≥+20
LPL,DU3053535,3336,,113,1.79769313486232E+308,TRAIL,SELL,0.78,0,8.05,,False,GTC,,
LPL,DU3053535,3335,,113,1.79769313486232E+308,LMT,SELL,0,10.77,11.77,,True,GTC,,
LPL,DU3053535,3334,,113,1.79769313486232E+308,LMT,BUY,0,9,10,,True,GTC,,,20201228 09:30:00 EST, 29914393≥+8.83, 29914393≥+41600,margin ≥+20
LLNW,DU3053535,3349,,219,1.79769313486232E+308,LMT,BUY,0,4.64,5.64,,True,GTC,,,20201228 09:30:00 EST, 44496663≥+4.55, 44496663≥+597818,margin ≥+20
LNDC,DU3053535,3348,,84,1.79769313486232E+308,TRAIL,SELL,0.81,0,10.96,,False,GTC,,
LNDC,DU3053535,3347,,84,1.79769313486232E+308,LMT,SELL,0,13.8,14.8,,True,GTC,,
LNDC,DU3053535,3346,,84,1.79769313486232E+308,LMT,BUY,0,12.01,13.01,,True,GTC,,,20201228 09:30:00 EST, 4814301≥+11.77, 4814301≥+90182,margin ≥+20
LNTH,DU3053535,3345,,62,1.79769313486232E+308,TRAIL,SELL,1.4,0,14.67,,False,GTC,,
LNTH,DU3053535,3344,,62,1.79769313486232E+308,LMT,SELL,0,19.57,20.57,,True,GTC,,
LNTH,DU3053535,3343,,62,1.79769313486232E+308,LMT,BUY,0,16.39,17.39,,True,GTC,,,20201228 09:30:00 EST, 198250080≥+16.07, 198250080≥+791218,margin ≥+20
LOCO,DU3053535,3342,,51,1.79769313486232E+308,TRAIL,SELL,1.26,0,18.06,,False,GTC,,
LFC,DU3053535,3357,,88,1.79769313486232E+308,TRAIL,SELL,0.37,0,10.91,,False,GTC,,
LFC,DU3053535,3356,,88,1.79769313486232E+308,LMT,SELL,0,12.2,13.2,,True,GTC,,
LFC,DU3053535,3355,,88,1.79769313486232E+308,LMT,BUY,0,11.51,12.51,,True,GTC,,,20201228 09:30:00 EST, 27049618≥+11.28, 27049618≥+42000,margin ≥+20
LILAK,DU3053535,3354,,80,1.79769313486232E+308,TRAIL,SELL,0.97,0,11.45,,False,GTC,,
LILAK,DU3053535,3353,,80,1.79769313486232E+308,LMT,SELL,0,14.84,15.84,,True,GTC,,
LILAK,DU3053535,3352,,80,1.79769313486232E+308,LMT,BUY,0,12.67,13.67,,True,GTC,,,20201228 09:30:00 EST, 301303327≥+12.42, 301303327≥+267836,margin ≥+20
LLNW,DU3053535,3351,,219,1.79769313486232E+308,TRAIL,SELL,0.41,0,4.14,,False,GTC,,
LLNW,DU3053535,3350,,219,1.79769313486232E+308,LMT,SELL,0,5.57,6.57,,True,GTC,,
MERC,DU3053535,3301,,91,1.79769313486232E+308,LMT,BUY,0,11.18,12.18,,True,GTC,,,20201228 09:30:00 EST, 271712≥+10.96, 271712≥+176927,margin ≥+20
MFA,DU3053535,3300,,238,1.79769313486232E+308,TRAIL,SELL,0.29,0,3.89,,False,GTC,,
MFA,DU3053535,3299,,238,1.79769313486232E+308,LMT,SELL,0,4.91,5.91,,True,GTC,,
MFA,DU3053535,3298,,238,1.79769313486232E+308,LMT,BUY,0,4.27,5.27,,True,GTC,,,20201228 09:30:00 EST, 6227125≥+4.18, 6227125≥+952564,margin ≥+20
MFC,DU3053535,3297,,54,1.79769313486232E+308,TRAIL,SELL,0.84,0,17.6,,False,GTC,,
MFC,DU3053535,3296,,54,1.79769313486232E+308,LMT,SELL,0,20.55,21.55,,True,GTC,,
MFC,DU3053535,3295,,54,1.79769313486232E+308,LMT,BUY,0,18.81,19.81,,True,GTC,,,20201228 09:30:00 EST, 1447100≥+18.44, 1447100≥+269764,margin ≥+20
MLCO,DU3053535,3294,,50,1.79769313486232E+308,TRAIL,SELL,1.16,0,18.53,,False,GTC,,
MDP,DU3053535,3309,,47,1.79769313486232E+308,TRAIL,SELL,1.84,0,19.39,,False,GTC,,
MDP,DU3053535,3308,,47,1.79769313486232E+308,LMT,SELL,0,25.85,26.85,,True,GTC,,
MDP,DU3053535,3307,,47,1.79769313486232E+308,LMT,BUY,0,21.66,22.66,,True,GTC,,,20201228 09:30:00 EST, 9474≥+21.24, 9474≥+88655,margin ≥+20
MDRX,DU3053535,3306,,65,1.79769313486232E+308,TRAIL,SELL,1.13,0,14.14,,False,GTC,,
MDRX,DU3053535,3305,,65,1.79769313486232E+308,LMT,SELL,0,18.09,19.09,,True,GTC,,
MDRX,DU3053535,3304,,65,1.79769313486232E+308,LMT,BUY,0,15.57,16.57,,True,GTC,,,20201228 09:30:00 EST, 6857738≥+15.27, 6857738≥+1339927,margin ≥+20
MERC,DU3053535,3303,,91,1.79769313486232E+308,TRAIL,SELL,0.95,0,10.01,,False,GTC,,
MERC,DU3053535,3302,,91,1.79769313486232E+308,LMT,SELL,0,13.34,14.34,,True,GTC,,
MBI,DU3053535,3317,,127,1.79769313486232E+308,LMT,SELL,0,9.52,10.52,,True,GTC,,
MBI,DU3053535,3316,,127,1.79769313486232E+308,LMT,BUY,0,7.97,8.97,,True,GTC,,,20201228 09:30:00 EST, 9388≥+7.82, 9388≥+495800,margin ≥+20
MBT,DU3053535,3315,,108,1.79769313486232E+308,TRAIL,SELL,0.42,0,8.79,,False,GTC,,
MBT,DU3053535,3314,,108,1.79769313486232E+308,LMT,SELL,0,10.25,11.25,,True,GTC,,
MBT,DU3053535,3313,,108,1.79769313486232E+308,LMT,BUY,0,9.39,10.39,,True,GTC,,,20201228 09:30:00 EST, 9541728≥+9.2, 9541728≥+644982,margin ≥+20
MCBC,DU3053535,3312,,113,1.79769313486232E+308,TRAIL,SELL,0.57,0,8.26,,False,GTC,,
MCBC,DU3053535,3311,,113,1.79769313486232E+308,LMT,SELL,0,10.25,11.25,,True,GTC,,
MCBC,DU3053535,3310,,113,1.79769313486232E+308,LMT,BUY,0,9.01,10.01,,True,GTC,,,20201228 09:30:00 EST, 14487961≥+8.83, 14487961≥+52309,margin ≥+20
LYTS,DU3053535,3325,,109,1.79769313486232E+308,LMT,BUY,0,9.27,10.27,,True,GTC,,,20201228 09:30:00 EST, 271419≥+9.09, 271419≥+77691,margin ≥+20
MAG,DU3053535,3324,,52,1.79769313486232E+308,TRAIL,SELL,1.83,0,17.32,,False,GTC,,
MAG,DU3053535,3323,,52,1.79769313486232E+308,LMT,SELL,0,23.73,24.73,,True,GTC,,
MAG,DU3053535,3322,,52,1.79769313486232E+308,LMT,BUY,0,19.53,20.53,,True,GTC,,,20201228 09:30:00 EST, 39924463≥+19.15, 39924463≥+96327,margin ≥+20
MAT,DU3053535,3321,,53,1.79769313486232E+308,TRAIL,SELL,1.41,0,17.21,,False,GTC,,
MAT,DU3053535,3320,,53,1.79769313486232E+308,LMT,SELL,0,22.16,23.16,,True,GTC,,
MAT,DU3053535,3319,,53,1.79769313486232E+308,LMT,BUY,0,19,20,,True,GTC,,,20201228 09:30:00 EST, 9365≥+18.63, 9365≥+856818,margin ≥+20
MBI,DU3053535,3318,,127,1.79769313486232E+308,TRAIL,SELL,0.68,0,7.14,,False,GTC,,
ORCC,DU3053535,3141,,72,1.79769313486232E+308,TRAIL,SELL,0.77,0,13.06,,False,GTC,,
ORCC,DU3053535,3140,,72,1.79769313486232E+308,LMT,SELL,0,15.74,16.74,,True,GTC,,
ORCC,DU3053535,3139,,72,1.79769313486232E+308,LMT,BUY,0,14.1,15.1,,True,GTC,,,20201228 09:30:00 EST, 374690034≥+13.83, 374690034≥+176800,margin ≥+20
ORI,DU3053535,3138,,50,1.79769313486232E+308,TRAIL,SELL,0.97,0,18.95,,False,GTC,,
ORI,DU3053535,3137,,50,1.79769313486232E+308,LMT,SELL,0,22.33,23.33,,True,GTC,,
ORI,DU3053535,3136,,50,1.79769313486232E+308,LMT,BUY,0,20.32,21.32,,True,GTC,,,20201228 09:30:00 EST, 10840≥+19.92, 10840≥+698964,margin ≥+20
OUT,DU3053535,3135,,47,1.79769313486232E+308,TRAIL,SELL,1.46,0,19.6,,False,GTC,,
OUT,DU3053535,3134,,47,1.79769313486232E+308,LMT,SELL,0,24.7,25.7,,True,GTC,,
OR,DU3053535,3149,,77,1.79769313486232E+308,LMT,SELL,0,15.08,16.08,,True,GTC,,
OR,DU3053535,3148,,77,1.79769313486232E+308,LMT,BUY,0,13.13,14.13,,True,GTC,,,20201228 09:30:00 EST, 156955487≥+12.87, 156955487≥+89218,margin ≥+20
ORAN,DU3053535,3147,,79,1.79769313486232E+308,TRAIL,SELL,0.55,0,12,,False,GTC,,
ORAN,DU3053535,3146,,79,1.79769313486232E+308,LMT,SELL,0,13.91,14.91,,True,GTC,,
ORAN,DU3053535,3145,,79,1.79769313486232E+308,LMT,BUY,0,12.8,13.8,,True,GTC,,,20201228 09:30:00 EST, 130427419≥+12.55, 130427419≥+41691,margin ≥+20
ORC,DU3053535,3144,,178,1.79769313486232E+308,TRAIL,SELL,0.24,0,5.37,,False,GTC,,
ORC,DU3053535,3143,,178,1.79769313486232E+308,LMT,SELL,0,6.22,7.22,,True,GTC,,
ORC,DU3053535,3142,,178,1.79769313486232E+308,LMT,BUY,0,5.72,6.72,,True,GTC,,,20201228 09:30:00 EST, 91641417≥+5.61, 91641417≥+289036,margin ≥+20
ONB,DU3053535,3157,,57,1.79769313486232E+308,LMT,BUY,0,17.62,18.62,,True,GTC,,,20201228 09:30:00 EST, 272708≥+17.28, 272708≥+470473,margin ≥+20
OOMA,DU3053535,3156,,59,1.79769313486232E+308,TRAIL,SELL,1.32,0,15.45,,False,GTC,,
OOMA,DU3053535,3155,,59,1.79769313486232E+308,LMT,SELL,0,20.07,21.07,,True,GTC,,
OOMA,DU3053535,3154,,59,1.79769313486232E+308,LMT,BUY,0,17.1,18.1,,True,GTC,,,20201228 09:30:00 EST, 199914955≥+16.77, 199914955≥+36236,margin ≥+20
OPCH,DU3053535,3153,,60,1.79769313486232E+308,TRAIL,SELL,1.54,0,14.89,,False,GTC,,
OPCH,DU3053535,3152,,60,1.79769313486232E+308,LMT,SELL,0,20.29,21.29,,True,GTC,,
OPCH,DU3053535,3151,,60,1.79769313486232E+308,LMT,BUY,0,16.76,17.76,,True,GTC,,,20201228 09:30:00 EST, 402333216≥+16.43, 402333216≥+219855,margin ≥+20
OR,DU3053535,3150,,77,1.79769313486232E+308,TRAIL,SELL,0.88,0,11.98,,False,GTC,,
OEC,DU3053535,3165,,58,1.79769313486232E+308,TRAIL,SELL,1.3,0,15.79,,False,GTC,,
OEC,DU3053535,3164,,58,1.79769313486232E+308,LMT,SELL,0,20.34,21.34,,True,GTC,,
OEC,DU3053535,3163,,58,1.79769313486232E+308,LMT,BUY,0,17.43,18.43,,True,GTC,,,20201228 09:30:00 EST, 161846820≥+17.09, 161846820≥+124491,margin ≥+20
OI,DU3053535,3162,,78,1.79769313486232E+308,TRAIL,SELL,1.1,0,11.6,,False,GTC,,
OI,DU3053535,3161,,78,1.79769313486232E+308,LMT,SELL,0,15.45,16.45,,True,GTC,,
OI,DU3053535,3160,,78,1.79769313486232E+308,LMT,BUY,0,12.96,13.96,,True,GTC,,,20201228 09:30:00 EST, 396135117≥+12.7, 396135117≥+378600,margin ≥+20
ONB,DU3053535,3159,,57,1.79769313486232E+308,TRAIL,SELL,0.86,0,16.42,,False,GTC,,
ONB,DU3053535,3158,,57,1.79769313486232E+308,LMT,SELL,0,19.42,20.42,,True,GTC,,
PE,DU3053535,3109,,64,1.79769313486232E+308,LMT,BUY,0,15.88,16.88,,True,GTC,,,20201228 09:30:00 EST, 152388753≥+15.57, 152388753≥+1090964,margin ≥+20
PFLT,DU3053535,3108,,90,1.79769313486232E+308,TRAIL,SELL,0.54,0,10.54,,False,GTC,,
PFLT,DU3053535,3107,,90,1.79769313486232E+308,LMT,SELL,0,12.45,13.45,,True,GTC,,
PFLT,DU3053535,3106,,90,1.79769313486232E+308,LMT,BUY,0,11.31,12.31,,True,GTC,,,20201228 09:30:00 EST, 86635186≥+11.09, 86635186≥+39127,margin ≥+20
PFS,DU3053535,3105,,54,1.79769313486232E+308,TRAIL,SELL,0.92,0,17.53,,False,GTC,,
PFS,DU3053535,3104,,54,1.79769313486232E+308,LMT,SELL,0,20.73,21.73,,True,GTC,,
PFS,DU3053535,3103,,54,1.79769313486232E+308,LMT,BUY,0,18.81,19.81,,True,GTC,,,20201228 09:30:00 EST, 16884706≥+18.44, 16884706≥+226018,margin ≥+20
PGRE,DU3053535,3102,,101,1.79769313486232E+308,TRAIL,SELL,0.73,0,9.14,,False,GTC,,
PCPL,DU3053535,3117,,86,1.79769313486232E+308,TRAIL,SELL,0.96,0,10.59,,False,GTC,,
PCPL,DU3053535,3116,,86,1.79769313486232E+308,LMT,SELL,0,13.94,14.94,,True,GTC,,
PCPL,DU3053535,3115,,86,1.79769313486232E+308,LMT,BUY,0,11.78,12.78,,True,GTC,,,20201228 09:30:00 EST, 426098313≥+11.55, 426098313≥+245818,margin ≥+20
PDM,DU3053535,3114,,58,1.79769313486232E+308,TRAIL,SELL,0.98,0,16.23,,False,GTC,,
PDM,DU3053535,3113,,58,1.79769313486232E+308,LMT,SELL,0,19.65,20.65,,True,GTC,,
PDM,DU3053535,3112,,58,1.79769313486232E+308,LMT,BUY,0,17.55,18.55,,True,GTC,,,20201228 09:30:00 EST, 72529754≥+17.21, 72529754≥+279018,margin ≥+20
PE,DU3053535,3111,,64,1.79769313486232E+308,TRAIL,SELL,1.37,0,14.21,,False,GTC,,
PE,DU3053535,3110,,64,1.79769313486232E+308,LMT,SELL,0,18.99,19.99,,True,GTC,,
PBFX,DU3053535,3125,,97,1.79769313486232E+308,LMT,SELL,0,12.29,13.29,,True,GTC,,
PBFX,DU3053535,3124,,97,1.79769313486232E+308,LMT,BUY,0,10.46,11.46,,True,GTC,,,20201228 09:30:00 EST, 150700058≥+10.26, 150700058≥+99745,margin ≥+20
PBR,DU3053535,3123,,83,1.79769313486232E+308,TRAIL,SELL,0.81,0,11.1,,False,GTC,,
PBR,DU3053535,3122,,83,1.79769313486232E+308,LMT,SELL,0,13.92,14.92,,True,GTC,,
PBR,DU3053535,3121,,83,1.79769313486232E+308,LMT,BUY,0,12.14,13.14,,True,GTC,,,20201228 09:30:00 EST, 10828168≥+11.91, 10828168≥+1424818,margin ≥+20
PCG,DU3053535,3120,,77,1.79769313486232E+308,TRAIL,SELL,0.75,0,12.16,,False,GTC,,
PCG,DU3053535,3119,,77,1.79769313486232E+308,LMT,SELL,0,14.79,15.79,,True,GTC,,
PCG,DU3053535,3118,,77,1.79769313486232E+308,LMT,BUY,0,13.17,14.17,,True,GTC,,,20201228 09:30:00 EST, 2586035≥+12.91, 2586035≥+10251636,margin ≥+20
OUT,DU3053535,3133,,47,1.79769313486232E+308,LMT,BUY,0,21.48,22.48,,True,GTC,,,20201228 09:30:00 EST, 173949742≥+21.06, 173949742≥+461600,margin ≥+20
PAHC,DU3053535,3132,,49,1.79769313486232E+308,TRAIL,SELL,1.48,0,18.88,,False,GTC,,
PAHC,DU3053535,3131,,49,1.79769313486232E+308,LMT,SELL,0,24.05,25.05,,True,GTC,,
PAHC,DU3053535,3130,,49,1.79769313486232E+308,LMT,BUY,0,20.77,21.77,,True,GTC,,,20201228 09:30:00 EST, 148443229≥+20.36, 148443229≥+94618,margin ≥+20
PBCT,DU3053535,3129,,72,1.79769313486232E+308,TRAIL,SELL,0.79,0,12.96,,False,GTC,,
PBCT,DU3053535,3128,,72,1.79769313486232E+308,LMT,SELL,0,15.73,16.73,,True,GTC,,
PBCT,DU3053535,3127,,72,1.79769313486232E+308,LMT,BUY,0,14.03,15.03,,True,GTC,,,20201228 09:30:00 EST, 43670008≥+13.75, 43670008≥+1517091,margin ≥+20
PBFX,DU3053535,3126,,97,1.79769313486232E+308,TRAIL,SELL,0.81,0,9.45,,False,GTC,,
NRZ,DU3053535,3205,,95,1.79769313486232E+308,LMT,BUY,0,10.72,11.72,,True,GTC,,,20201228 09:30:00 EST, 169688387≥+10.51, 169688387≥+1203818,margin ≥+20
NTCO,DU3053535,3204,,48,1.79769313486232E+308,TRAIL,SELL,1.27,0,19.45,,False,GTC,,
NTCO,DU3053535,3203,,48,1.79769313486232E+308,LMT,SELL,0,23.91,24.91,,True,GTC,,
NTCO,DU3053535,3202,,48,1.79769313486232E+308,LMT,BUY,0,21.14,22.14,,True,GTC,,,20201228 09:30:00 EST, 397680854≥+20.73, 397680854≥+32582,margin ≥+20
NTST,DU3053535,3201,,50,1.79769313486232E+308,TRAIL,SELL,1.42,0,18.47,,False,GTC,,
NTST,DU3053535,3200,,50,1.79769313486232E+308,LMT,SELL,0,23.42,24.42,,True,GTC,,
NTST,DU3053535,3199,,50,1.79769313486232E+308,LMT,BUY,0,20.28,21.28,,True,GTC,,,20201228 09:30:00 EST, 439236281≥+19.88, 439236281≥+218418,margin ≥+20
NTUS,DU3053535,3198,,45,1.79769313486232E+308,TRAIL,SELL,1.5,0,20.39,,False,GTC,,
NOK,DU3053535,3213,,236,1.79769313486232E+308,TRAIL,SELL,0.23,0,3.99,,False,GTC,,
NOK,DU3053535,3212,,236,1.79769313486232E+308,LMT,SELL,0,4.81,5.81,,True,GTC,,
NOK,DU3053535,3211,,236,1.79769313486232E+308,LMT,BUY,0,4.31,5.31,,True,GTC,,,20201228 09:30:00 EST, 661513≥+4.23, 661513≥+2327964,margin ≥+20
NPTN,DU3053535,3210,,103,1.79769313486232E+308,TRAIL,SELL,0.76,0,8.86,,False,GTC,,
NPTN,DU3053535,3209,,103,1.79769313486232E+308,LMT,SELL,0,11.52,12.52,,True,GTC,,
NPTN,DU3053535,3208,,103,1.79769313486232E+308,LMT,BUY,0,9.81,10.81,,True,GTC,,,20201228 09:30:00 EST, 83635906≥+9.62, 83635906≥+201945,margin ≥+20
NRZ,DU3053535,3207,,95,1.79769313486232E+308,TRAIL,SELL,0.7,0,9.81,,False,GTC,,
NRZ,DU3053535,3206,,95,1.79769313486232E+308,LMT,SELL,0,12.27,13.27,,True,GTC,,
NLY,DU3053535,3221,,114,1.79769313486232E+308,LMT,SELL,0,9.53,10.53,,True,GTC,,
NLY,DU3053535,3220,,114,1.79769313486232E+308,LMT,BUY,0,8.87,9.87,,True,GTC,,,20201228 09:30:00 EST, 6278576≥+8.7, 6278576≥+2953691,margin ≥+20
NMFC,DU3053535,3219,,81,1.79769313486232E+308,TRAIL,SELL,0.6,0,11.61,,False,GTC,,
NMFC,DU3053535,3218,,81,1.79769313486232E+308,LMT,SELL,0,13.71,14.71,,True,GTC,,
NMFC,DU3053535,3217,,81,1.79769313486232E+308,LMT,BUY,0,12.46,13.46,,True,GTC,,,20201228 09:30:00 EST, 88292757≥+12.21, 88292757≥+154709,margin ≥+20
NMRK,DU3053535,3216,,124,1.79769313486232E+308,TRAIL,SELL,0.63,0,7.42,,False,GTC,,
NMRK,DU3053535,3215,,124,1.79769313486232E+308,LMT,SELL,0,9.62,10.62,,True,GTC,,
NMRK,DU3053535,3214,,124,1.79769313486232E+308,LMT,BUY,0,8.21,9.21,,True,GTC,,,20201228 09:30:00 EST, 299532605≥+8.05, 299532605≥+424982,margin ≥+20
NG,DU3053535,3229,,89,1.79769313486232E+308,LMT,BUY,0,11.44,12.44,,True,GTC,,,20201228 09:30:00 EST, 26957459≥+11.21, 26957459≥+351145,margin ≥+20
NKTR,DU3053535,3228,,50,1.79769313486232E+308,TRAIL,SELL,1.64,0,18.13,,False,GTC,,
NKTR,DU3053535,3227,,50,1.79769313486232E+308,LMT,SELL,0,23.87,24.87,,True,GTC,,
NKTR,DU3053535,3226,,50,1.79769313486232E+308,LMT,BUY,0,20.17,21.17,,True,GTC,,,20201228 09:30:00 EST, 4813467≥+19.77, 4813467≥+474618,margin ≥+20
NLSN,DU3053535,3225,,47,1.79769313486232E+308,TRAIL,SELL,1.32,0,19.64,,False,GTC,,
NLSN,DU3053535,3224,,47,1.79769313486232E+308,LMT,SELL,0,24.25,25.25,,True,GTC,,
NLSN,DU3053535,3223,,47,1.79769313486232E+308,LMT,BUY,0,21.38,22.38,,True,GTC,,,20201228 09:30:00 EST, 204429726≥+20.96, 204429726≥+2184418,margin ≥+20
NLY,DU3053535,3222,,114,1.79769313486232E+308,TRAIL,SELL,0.33,0,8.37,,False,GTC,,
OACB,DU3053535,3173,,89,1.79769313486232E+308,LMT,SELL,0,12.98,13.98,,True,GTC,,
OACB,DU3053535,3172,,89,1.79769313486232E+308,LMT,BUY,0,11.36,12.36,,True,GTC,,,20201228 09:30:00 EST, 453281777≥+11.13, 453281777≥+46182,margin ≥+20
OCFC,DU3053535,3171,,51,1.79769313486232E+308,TRAIL,SELL,1.23,0,18.13,,False,GTC,,
OCFC,DU3053535,3170,,51,1.79769313486232E+308,LMT,SELL,0,22.45,23.45,,True,GTC,,
OCFC,DU3053535,3169,,51,1.79769313486232E+308,LMT,BUY,0,19.75,20.75,,True,GTC,,,20201228 09:30:00 EST, 3655782≥+19.37, 3655782≥+116364,margin ≥+20
OCSL,DU3053535,3168,,174,1.79769313486232E+308,TRAIL,SELL,0.21,0,5.52,,False,GTC,,
OCSL,DU3053535,3167,,174,1.79769313486232E+308,LMT,SELL,0,6.27,7.27,,True,GTC,,
OCSL,DU3053535,3166,,174,1.79769313486232E+308,LMT,BUY,0,5.85,6.85,,True,GTC,,,20201228 09:30:00 EST, 292731218≥+5.74, 292731218≥+92945,margin ≥+20
NYCB,DU3053535,3181,,92,1.79769313486232E+308,LMT,BUY,0,11.02,12.02,,True,GTC,,,20201228 09:30:00 EST, 3655833≥+10.8, 3655833≥+1439200,margin ≥+20
NYMT,DU3053535,3180,,248,1.79769313486232E+308,TRAIL,SELL,0.29,0,3.73,,False,GTC,,
NYMT,DU3053535,3179,,248,1.79769313486232E+308,LMT,SELL,0,4.74,5.74,,True,GTC,,
NYMT,DU3053535,3178,,248,1.79769313486232E+308,LMT,BUY,0,4.1,5.1,,True,GTC,,,20201228 09:30:00 EST, 51635660≥+4.02, 51635660≥+543091,margin ≥+20
NZF,DU3053535,3177,,62,1.79769313486232E+308,TRAIL,SELL,0.25,0,15.8,,False,GTC,,
NZF,DU3053535,3176,,62,1.79769313486232E+308,LMT,SELL,0,16.66,17.66,,True,GTC,,
NZF,DU3053535,3175,,62,1.79769313486232E+308,LMT,BUY,0,16.37,17.37,,True,GTC,,,20201228 09:30:00 EST, 15548118≥+16.05, 15548118≥+42000,margin ≥+20
OACB,DU3053535,3174,,89,1.79769313486232E+308,TRAIL,SELL,0.74,0,10.4,,False,GTC,,
NWSA,DU3053535,3189,,50,1.79769313486232E+308,TRAIL,SELL,1.61,0,18.11,,False,GTC,,
NWSA,DU3053535,3188,,50,1.79769313486232E+308,LMT,SELL,0,23.73,24.73,,True,GTC,,
NWSA,DU3053535,3187,,50,1.79769313486232E+308,LMT,BUY,0,20.11,21.11,,True,GTC,,,20201228 09:30:00 EST, 129348126≥+19.72, 129348126≥+2531545,margin ≥+20
NXGN,DU3053535,3186,,51,1.79769313486232E+308,TRAIL,SELL,1.35,0,18.21,,False,GTC,,
NXGN,DU3053535,3185,,51,1.79769313486232E+308,LMT,SELL,0,22.94,23.94,,True,GTC,,
NXGN,DU3053535,3184,,51,1.79769313486232E+308,LMT,BUY,0,19.95,20.95,,True,GTC,,,20201228 09:30:00 EST, 332783336≥+19.56, 332783336≥+152455,margin ≥+20
NYCB,DU3053535,3183,,92,1.79769313486232E+308,TRAIL,SELL,0.55,0,10.25,,False,GTC,,
NYCB,DU3053535,3182,,92,1.79769313486232E+308,LMT,SELL,0,12.19,13.19,,True,GTC,,
NTUS,DU3053535,3197,,45,1.79769313486232E+308,LMT,SELL,0,25.63,26.63,,True,GTC,,
NTUS,DU3053535,3196,,45,1.79769313486232E+308,LMT,BUY,0,22.32,23.32,,True,GTC,,,20201228 09:30:00 EST, 12689270≥+21.89, 12689270≥+139509,margin ≥+20
NWBI,DU3053535,3195,,77,1.79769313486232E+308,TRAIL,SELL,0.59,0,12.37,,False,GTC,,
NWBI,DU3053535,3194,,77,1.79769313486232E+308,LMT,SELL,0,14.44,15.44,,True,GTC,,
NWBI,DU3053535,3193,,77,1.79769313486232E+308,LMT,BUY,0,13.22,14.22,,True,GTC,,,20201228 09:30:00 EST, 70985860≥+12.96, 70985860≥+413600,margin ≥+20
NWG,DU3053535,3192,,214,1.79769313486232E+308,TRAIL,SELL,0.42,0,4.25,,False,GTC,,
NWG,DU3053535,3191,,214,1.79769313486232E+308,LMT,SELL,0,5.72,6.72,,True,GTC,,
NWG,DU3053535,3190,,214,1.79769313486232E+308,LMT,BUY,0,4.76,5.76,,True,GTC,,,20201228 09:30:00 EST, 435247507≥+4.67, 435247507≥+115200,margin ≥+20
RPT,DU3053535,3013,,108,1.79769313486232E+308,LMT,BUY,0,9.42,10.42,,True,GTC,,,20201228 09:30:00 EST, 340045498≥+9.24, 340045498≥+356255,margin ≥+20
RTP,DU3053535,3012,,80,1.79769313486232E+308,TRAIL,SELL,1.04,0,11.34,,False,GTC,,
RTP,DU3053535,3011,,80,1.79769313486232E+308,LMT,SELL,0,14.98,15.98,,True,GTC,,
RTP,DU3053535,3010,,80,1.79769313486232E+308,LMT,BUY,0,12.63,13.63,,True,GTC,,,20201228 09:30:00 EST, 453281780≥+12.38, 453281780≥+27345,margin ≥+20
RUTH,DU3053535,3009,,54,1.79769313486232E+308,TRAIL,SELL,1.61,0,16.79,,False,GTC,,
RUTH,DU3053535,3008,,54,1.79769313486232E+308,LMT,SELL,0,22.44,23.44,,True,GTC,,
RUTH,DU3053535,3007,,54,1.79769313486232E+308,LMT,BUY,0,18.77,19.77,,True,GTC,,,20201228 09:30:00 EST, 35449496≥+18.4, 35449496≥+141109,margin ≥+20
RVI,DU3053535,3006,,65,1.79769313486232E+308,TRAIL,SELL,1.33,0,13.98,,False,GTC,,
RMNI,DU3053535,3021,,195,1.79769313486232E+308,TRAIL,SELL,0.41,0,4.71,,False,GTC,,
RMNI,DU3053535,3020,,195,1.79769313486232E+308,LMT,SELL,0,6.15,7.15,,True,GTC,,
RMNI,DU3053535,3019,,195,1.79769313486232E+308,LMT,BUY,0,5.22,6.22,,True,GTC,,,20201228 09:30:00 EST, 292080071≥+5.12, 292080071≥+33273,margin ≥+20
RPAI,DU3053535,3018,,104,1.79769313486232E+308,TRAIL,SELL,0.72,0,8.82,,False,GTC,,
RPAI,DU3053535,3017,,104,1.79769313486232E+308,LMT,SELL,0,11.34,12.34,,True,GTC,,
RPAI,DU3053535,3016,,104,1.79769313486232E+308,LMT,BUY,0,9.73,10.73,,True,GTC,,,20201228 09:30:00 EST, 105435072≥+9.54, 105435072≥+865164,margin ≥+20
RPT,DU3053535,3015,,108,1.79769313486232E+308,TRAIL,SELL,0.79,0,8.44,,False,GTC,,
RPT,DU3053535,3014,,108,1.79769313486232E+308,LMT,SELL,0,11.22,12.22,,True,GTC,,
