,Account,Id,Ref,Qty,filled,Type,Action,Aux,Lmt,TrailStop,AlgoStrategy,LimitOffset,RTH,TIF,,
TSC,DU3053535,10345,,54,1.79769313486232E+308,LMT,BUY,0,18.71,19.71,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 127317549≥+18.34, 127317549≥+48109,margin ≥+20
TSC,DU3053535,10346,,54,1.79769313486232E+308,LMT,SELL,0,23.13,24.13,,1.79769313486232E+308,True,GTC,,
BY,DU3053535,10335,,59,1.79769313486232E+308,TRAIL LIMIT,SELL,0.92,0,15.87,,-7.93,True,GTC,,
BY,DU3053535,10333,,59,1.79769313486232E+308,LMT,BUY,0,17.13,18.13,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 280739314≥+16.8, 280739314≥+31255,margin ≥+20
BY,DU3053535,10334,,59,1.79769313486232E+308,LMT,SELL,0,19.57,20.57,,1.79769313486232E+308,True,GTC,,
EUFN,DU3053535,10359,,55,1.79769313486232E+308,TRAIL LIMIT,SELL,0.61,0,17.42,,-8.71,True,GTC,,
IAU,DU3053535,10360,,54,1.79769313486232E+308,LMT,BUY,0,18.62,19.62,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 32237620≥+18.25, 32237620≥+26662618,margin ≥+20
EUFN,DU3053535,10357,,55,1.79769313486232E+308,LMT,BUY,0,18.39,19.39,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 72086400≥+18.03, 72086400≥+108036,margin ≥+20
EUFN,DU3053535,10358,,55,1.79769313486232E+308,LMT,SELL,0,19.87,20.87,,1.79769313486232E+308,True,GTC,,
OFG,DU3053535,10363,,53,1.79769313486232E+308,LMT,BUY,0,19.2,20.2,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 126533174≥+18.82, 126533174≥+160945,margin ≥+20
OFG,DU3053535,10364,,53,1.79769313486232E+308,LMT,SELL,0,22.29,23.29,,1.79769313486232E+308,True,GTC,,
IAU,DU3053535,10361,,54,1.79769313486232E+308,LMT,SELL,0,19.65,20.65,,1.79769313486232E+308,True,GTC,,
IAU,DU3053535,10362,,54,1.79769313486232E+308,TRAIL LIMIT,SELL,0.47,0,17.78,,-8.89,True,GTC,,
AMEH,DU3053535,10351,,53,1.79769313486232E+308,LMT,BUY,0,19.16,20.16,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 192148976≥+18.79, 192148976≥+36036,margin ≥+20
AMEH,DU3053535,10352,,53,1.79769313486232E+308,LMT,SELL,0,22.28,23.28,,1.79769313486232E+308,True,GTC,,
YOLO,DU3053535,10349,,54,1.79769313486232E+308,LMT,SELL,0,22.79,23.79,,1.79769313486232E+308,True,GTC,,
YOLO,DU3053535,10350,,54,1.79769313486232E+308,TRAIL LIMIT,SELL,1.45,0,16.97,,-8.48,True,GTC,,
CAPL,DU3053535,10355,,54,1.79769313486232E+308,LMT,SELL,0,21.46,22.46,,1.79769313486232E+308,True,GTC,,
CAPL,DU3053535,10356,,54,1.79769313486232E+308,TRAIL LIMIT,SELL,1.04,0,17.29,,-8.64,True,GTC,,
AMEH,DU3053535,10353,,53,1.79769313486232E+308,TRAIL LIMIT,SELL,1.16,0,17.62,,-8.81,True,GTC,,
CAPL,DU3053535,10354,,54,1.79769313486232E+308,LMT,BUY,0,18.7,19.7,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 169342119≥+18.34, 169342119≥+39927,margin ≥+20
SKM,DU3053535,10829,,39,1.79769313486232E+308,LMT,SELL,0,27.71,28.71,,1.79769313486232E+308,True,GTC,,
SKM,DU3053535,10830,,39,1.79769313486232E+308,TRAIL LIMIT,SELL,0.73,0,24.79,,-12.39,True,GTC,,
BATRA,DU3053535,10827,,37,1.79769313486232E+308,TRAIL LIMIT,SELL,1.65,0,25.32,,-12.66,True,GTC,,
SKM,DU3053535,10828,,39,1.79769313486232E+308,LMT,BUY,0,26.03,27.03,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 2730929≥+25.52, 2730929≥+139800,margin ≥+20
VIPS,DU3053535,10833,,36,1.79769313486232E+308,TRAIL LIMIT,SELL,2.43,0,25.32,,-12.66,True,GTC,,
MCFT,DU3053535,10837,,35,1.79769313486232E+308,LMT,BUY,0,28.59,29.59,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 342701470≥+28.03, 342701470≥+32036,margin ≥+20
VIPS,DU3053535,10831,,36,1.79769313486232E+308,LMT,BUY,0,28.3,29.3,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 104863799≥+27.74, 104863799≥+4919927,margin ≥+20
VIPS,DU3053535,10832,,36,1.79769313486232E+308,LMT,SELL,0,35.03,36.03,,1.79769313486232E+308,True,GTC,,
RRR,DU3053535,10821,,36,1.79769313486232E+308,TRAIL LIMIT,SELL,2.37,0,24.73,,-12.36,True,GTC,,
BDGE,DU3053535,10822,,37,1.79769313486232E+308,LMT,BUY,0,26.93,27.93,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 30208426≥+26.41, 30208426≥+30545,margin ≥+20
RRR,DU3053535,10819,,36,1.79769313486232E+308,LMT,BUY,0,27.64,28.64,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 231354124≥+27.1, 231354124≥+298400,margin ≥+20
RRR,DU3053535,10820,,36,1.79769313486232E+308,LMT,SELL,0,34.19,35.19,,1.79769313486232E+308,True,GTC,,
BATRA,DU3053535,10825,,37,1.79769313486232E+308,LMT,BUY,0,27.51,28.51,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 229709671≥+26.97, 229709671≥+21800,margin ≥+20
BATRA,DU3053535,10826,,37,1.79769313486232E+308,LMT,SELL,0,31.94,32.94,,1.79769313486232E+308,True,GTC,,
BDGE,DU3053535,10823,,37,1.79769313486232E+308,LMT,SELL,0,32.23,33.23,,1.79769313486232E+308,True,GTC,,
BDGE,DU3053535,10824,,37,1.79769313486232E+308,TRAIL LIMIT,SELL,1.94,0,24.46,,-12.23,True,GTC,,
LBTYA,DU3053535,10848,,38,1.79769313486232E+308,TRAIL LIMIT,SELL,1.6,0,24.58,,-12.29,True,GTC,,
PACW,DU3053535,10849,,37,1.79769313486232E+308,LMT,BUY,0,27.38,28.38,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 51168608≥+26.84, 51168608≥+494927,margin ≥+20
LBTYA,DU3053535,10846,,38,1.79769313486232E+308,LMT,BUY,0,26.7,27.7,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 129050290≥+26.17, 129050290≥+889127,margin ≥+20
LBTYA,DU3053535,10847,,38,1.79769313486232E+308,LMT,SELL,0,30.97,31.97,,1.79769313486232E+308,True,GTC,,
DISCK,DU3053535,10852,,37,1.79769313486232E+308,LMT,BUY,0,27.2,28.2,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 53855095≥+26.67, 53855095≥+1258873,margin ≥+20
DISCK,DU3053535,10853,,37,1.79769313486232E+308,LMT,SELL,0,31.71,32.71,,1.79769313486232E+308,True,GTC,,
PACW,DU3053535,10850,,37,1.79769313486232E+308,LMT,SELL,0,32.34,33.34,,1.79769313486232E+308,True,GTC,,
PACW,DU3053535,10851,,37,1.79769313486232E+308,TRAIL LIMIT,SELL,1.83,0,25.01,,-12.5,True,GTC,,
EGOV,DU3053535,10840,,36,1.79769313486232E+308,LMT,BUY,0,27.64,28.64,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 5800671≥+27.1, 5800671≥+161091,margin ≥+20
EGOV,DU3053535,10841,,36,1.79769313486232E+308,LMT,SELL,0,31.32,32.32,,1.79769313486232E+308,True,GTC,,
MCFT,DU3053535,10838,,35,1.79769313486232E+308,LMT,SELL,0,35.37,36.37,,1.79769313486232E+308,True,GTC,,
MCFT,DU3053535,10839,,35,1.79769313486232E+308,TRAIL LIMIT,SELL,2.45,0,25.59,,-12.8,True,GTC,,
WDR,DU3053535,10844,,38,1.79769313486232E+308,LMT,SELL,0,28.5,29.5,,1.79769313486232E+308,True,GTC,,
WDR,DU3053535,10845,,38,1.79769313486232E+308,TRAIL LIMIT,SELL,0.83,0,25.2,,-12.6,True,GTC,,
EGOV,DU3053535,10842,,36,1.79769313486232E+308,TRAIL LIMIT,SELL,1.41,0,25.69,,-12.84,True,GTC,,
WDR,DU3053535,10843,,38,1.79769313486232E+308,LMT,BUY,0,26.54,27.54,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 6207365≥+26.02, 6207365≥+305036,margin ≥+20
ANDE,DU3053535,10799,,38,1.79769313486232E+308,LMT,SELL,0,32.95,33.95,,1.79769313486232E+308,True,GTC,,
ANDE,DU3053535,10800,,38,1.79769313486232E+308,TRAIL LIMIT,SELL,2.4,0,23.35,,-11.67,True,GTC,,
FCX,DU3053535,10797,,37,1.79769313486232E+308,TRAIL LIMIT,SELL,2.05,0,24.51,,-12.25,True,GTC,,
ANDE,DU3053535,10798,,38,1.79769313486232E+308,LMT,BUY,0,26.27,27.27,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 4726335≥+25.75, 4726335≥+109927,margin ≥+20
BUG,DU3053535,10803,,34,1.79769313486232E+308,TRAIL LIMIT,SELL,2.36,0,26.97,,-13.48,True,GTC,,
CBTX,DU3053535,10804,,36,1.79769313486232E+308,LMT,BUY,0,27.64,28.64,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 295404120≥+27.1, 295404120≥+27109,margin ≥+20
BUG,DU3053535,10801,,34,1.79769313486232E+308,LMT,BUY,0,29.92,30.92,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 389399745≥+29.33, 389399745≥+23400,margin ≥+20
BUG,DU3053535,10802,,34,1.79769313486232E+308,LMT,SELL,0,36.43,37.43,,1.79769313486232E+308,True,GTC,,
BATRK,DU3053535,10790,,37,1.79769313486232E+308,LMT,SELL,0,31.96,32.96,,1.79769313486232E+308,True,GTC,,
BATRK,DU3053535,10791,,37,1.79769313486232E+308,TRAIL LIMIT,SELL,1.73,0,25.06,,-12.53,True,GTC,,
STBA,DU3053535,10788,,38,1.79769313486232E+308,TRAIL LIMIT,SELL,1.71,0,24.06,,-12.03,True,GTC,,
BATRK,DU3053535,10789,,37,1.79769313486232E+308,LMT,BUY,0,27.32,28.32,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 229711528≥+26.79, 229711528≥+51818,margin ≥+20
FCX,DU3053535,10795,,37,1.79769313486232E+308,LMT,BUY,0,27.09,28.09,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 7089≥+26.56, 7089≥+3483527,margin ≥+20
FCX,DU3053535,10796,,37,1.79769313486232E+308,LMT,SELL,0,32.7,33.7,,1.79769313486232E+308,True,GTC,,
BEN,DU3053535,10815,,38,1.79769313486232E+308,TRAIL LIMIT,SELL,1.42,0,24.77,,-12.39,True,GTC,,
RPAY,DU3053535,10816,,35,1.79769313486232E+308,LMT,BUY,0,28.93,29.93,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 374554989≥+28.37, 374554989≥+194764,margin ≥+20
BEN,DU3053535,10813,,38,1.79769313486232E+308,LMT,BUY,0,26.71,27.71,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 4906≥+26.19, 4906≥+1512345,margin ≥+20
BEN,DU3053535,10814,,38,1.79769313486232E+308,LMT,SELL,0,30.46,31.46,,1.79769313486232E+308,True,GTC,,
RPAY,DU3053535,10817,,35,1.79769313486232E+308,LMT,SELL,0,35.26,36.26,,1.79769313486232E+308,True,GTC,,
RPAY,DU3053535,10818,,35,1.79769313486232E+308,TRAIL LIMIT,SELL,2.3,0,26.07,,-13.04,True,GTC,,
OPI,DU3053535,10807,,40,1.79769313486232E+308,LMT,BUY,0,25.39,26.39,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 348182712≥+24.89, 348182712≥+170036,margin ≥+20
OPI,DU3053535,10808,,40,1.79769313486232E+308,LMT,SELL,0,29.53,30.53,,1.79769313486232E+308,True,GTC,,
CBTX,DU3053535,10805,,36,1.79769313486232E+308,LMT,SELL,0,32.93,33.93,,1.79769313486232E+308,True,GTC,,
CBTX,DU3053535,10806,,36,1.79769313486232E+308,TRAIL LIMIT,SELL,1.94,0,25.15,,-12.57,True,GTC,,
NOMD,DU3053535,10811,,38,1.79769313486232E+308,LMT,SELL,0,29.15,30.15,,1.79769313486232E+308,True,GTC,,
NOMD,DU3053535,10812,,38,1.79769313486232E+308,TRAIL LIMIT,SELL,1.02,0,25.09,,-12.55,True,GTC,,
OPI,DU3053535,10809,,40,1.79769313486232E+308,TRAIL LIMIT,SELL,1.54,0,23.35,,-11.68,True,GTC,,
NOMD,DU3053535,10810,,38,1.79769313486232E+308,LMT,BUY,0,26.62,27.62,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 217509716≥+26.1, 217509716≥+359800,margin ≥+20
LBTYK,DU3053535,10765,,39,1.79769313486232E+308,LMT,BUY,0,25.71,26.71,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 129050281≥+25.21, 129050281≥+1925527,margin ≥+20
LBTYK,DU3053535,10766,,39,1.79769313486232E+308,LMT,SELL,0,29.52,30.52,,1.79769313486232E+308,True,GTC,,
HFWA,DU3053535,10763,,40,1.79769313486232E+308,LMT,SELL,0,28.9,29.9,,1.79769313486232E+308,True,GTC,,
HFWA,DU3053535,10764,,40,1.79769313486232E+308,TRAIL LIMIT,SELL,1.4,0,23.29,,-11.65,True,GTC,,
TLK,DU3053535,10769,,39,1.79769313486232E+308,LMT,SELL,0,29.19,30.19,,1.79769313486232E+308,True,GTC,,
TLK,DU3053535,10770,,39,1.79769313486232E+308,TRAIL LIMIT,SELL,1.29,0,24.03,,-12.02,True,GTC,,
LBTYK,DU3053535,10767,,39,1.79769313486232E+308,TRAIL LIMIT,SELL,1.44,0,23.77,,-11.89,True,GTC,,
TLK,DU3053535,10768,,39,1.79769313486232E+308,LMT,BUY,0,25.83,26.83,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 1448481≥+25.32, 1448481≥+29491,margin ≥+20
LMNX,DU3053535,10754,,38,1.79769313486232E+308,LMT,SELL,0,31.75,32.75,,1.79769313486232E+308,True,GTC,,
LMNX,DU3053535,10755,,38,1.79769313486232E+308,TRAIL LIMIT,SELL,1.87,0,24.26,,-12.13,True,GTC,,
EWH,DU3053535,10752,,40,1.79769313486232E+308,TRAIL LIMIT,SELL,0.54,0,24.04,,-12.02,True,GTC,,
LMNX,DU3053535,10753,,38,1.79769313486232E+308,LMT,BUY,0,26.65,27.65,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 8068089≥+26.13, 8068089≥+296364,margin ≥+20
ILPT,DU3053535,10758,,40,1.79769313486232E+308,TRAIL LIMIT,SELL,1.26,0,23.22,,-11.61,True,GTC,,
HFWA,DU3053535,10762,,40,1.79769313486232E+308,LMT,BUY,0,25.18,26.18,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 4812798≥+24.69, 4812798≥+86673,margin ≥+20
ILPT,DU3053535,10756,,40,1.79769313486232E+308,LMT,BUY,0,24.96,25.96,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 302548055≥+24.47, 302548055≥+280836,margin ≥+20
ILPT,DU3053535,10757,,40,1.79769313486232E+308,LMT,SELL,0,28.24,29.24,,1.79769313486232E+308,True,GTC,,
IIIN,DU3053535,10782,,39,1.79769313486232E+308,TRAIL LIMIT,SELL,1.78,0,23.41,,-11.7,True,GTC,,
STBA,DU3053535,10786,,38,1.79769313486232E+308,LMT,BUY,0,26.29,27.29,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 3655905≥+25.77, 3655905≥+151091,margin ≥+20
STBA,DU3053535,10787,,38,1.79769313486232E+308,LMT,SELL,0,30.92,31.92,,1.79769313486232E+308,True,GTC,,
SVMK,DU3053535,10776,,38,1.79769313486232E+308,TRAIL LIMIT,SELL,1.68,0,24.47,,-12.24,True,GTC,,
AQUA,DU3053535,10777,,35,1.79769313486232E+308,LMT,BUY,0,28.37,29.37,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 294649156≥+27.82, 294649156≥+312291,margin ≥+20
SVMK,DU3053535,10774,,38,1.79769313486232E+308,LMT,BUY,0,26.67,27.67,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 335049609≥+26.14, 335049609≥+394055,margin ≥+20
SVMK,DU3053535,10775,,38,1.79769313486232E+308,LMT,SELL,0,31.17,32.17,,1.79769313486232E+308,True,GTC,,
IIIN,DU3053535,10780,,39,1.79769313486232E+308,LMT,BUY,0,25.69,26.69,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 8428≥+25.19, 8428≥+62273,margin ≥+20
IIIN,DU3053535,10781,,39,1.79769313486232E+308,LMT,SELL,0,30.53,31.53,,1.79769313486232E+308,True,GTC,,
AQUA,DU3053535,10778,,35,1.79769313486232E+308,LMT,SELL,0,35.08,36.08,,1.79769313486232E+308,True,GTC,,
AQUA,DU3053535,10779,,35,1.79769313486232E+308,TRAIL LIMIT,SELL,2.42,0,25.39,,-12.69,True,GTC,,
ELY,DU3053535,10730,,38,1.79769313486232E+308,LMT,SELL,0,32,33,,1.79769313486232E+308,True,GTC,,
ELY,DU3053535,10731,,38,1.79769313486232E+308,TRAIL LIMIT,SELL,2,0,24,,-12,True,GTC,,
WRE,DU3053535,10728,,41,1.79769313486232E+308,TRAIL LIMIT,SELL,1.39,0,22.44,,-11.22,True,GTC,,
ELY,DU3053535,10729,,38,1.79769313486232E+308,LMT,BUY,0,26.52,27.52,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 6808≥+26, 6808≥+614091,margin ≥+20
DXC,DU3053535,10734,,39,1.79769313486232E+308,TRAIL LIMIT,SELL,2.02,0,23.27,,-11.63,True,GTC,,
EWA,DU3053535,10735,,40,1.79769313486232E+308,LMT,BUY,0,25.03,26.03,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 2586606≥+24.54, 2586606≥+90055,margin ≥+20
DXC,DU3053535,10732,,39,1.79769313486232E+308,LMT,BUY,0,25.8,26.8,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 268960158≥+25.29, 268960158≥+1020764,margin ≥+20
DXC,DU3053535,10733,,39,1.79769313486232E+308,LMT,SELL,0,31.34,32.34,,1.79769313486232E+308,True,GTC,,
XRX,DU3053535,10723,,40,1.79769313486232E+308,LMT,BUY,0,25.13,26.13,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 375796353≥+24.64, 375796353≥+1413273,margin ≥+20
JELD,DU3053535,10722,,39,1.79769313486232E+308,TRAIL LIMIT,SELL,1.81,0,23.79,,-11.89,True,GTC,,
WRE,DU3053535,10726,,41,1.79769313486232E+308,LMT,BUY,0,24.31,25.31,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 758160≥+23.83, 758160≥+427855,margin ≥+20
WRE,DU3053535,10727,,41,1.79769313486232E+308,LMT,SELL,0,27.99,28.99,,1.79769313486232E+308,True,GTC,,
XRX,DU3053535,10724,,40,1.79769313486232E+308,LMT,SELL,0,29.9,30.9,,1.79769313486232E+308,True,GTC,,
XRX,DU3053535,10725,,40,1.79769313486232E+308,TRAIL LIMIT,SELL,1.75,0,22.89,,-11.45,True,GTC,,
NMIH,DU3053535,10746,,39,1.79769313486232E+308,TRAIL LIMIT,SELL,1.88,0,23.38,,-11.69,True,GTC,,
BHB,DU3053535,10747,,40,1.79769313486232E+308,LMT,BUY,0,25.41,26.41,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 6604266≥+24.91, 6604266≥+20091,margin ≥+20
NMIH,DU3053535,10744,,39,1.79769313486232E+308,LMT,BUY,0,25.77,26.77,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 138031174≥+25.26, 138031174≥+186418,margin ≥+20
NMIH,DU3053535,10745,,39,1.79769313486232E+308,LMT,SELL,0,30.92,31.92,,1.79769313486232E+308,True,GTC,,
EWH,DU3053535,10750,,40,1.79769313486232E+308,LMT,BUY,0,25.07,26.07,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 2586543≥+24.58, 2586543≥+5752364,margin ≥+20
EWH,DU3053535,10751,,40,1.79769313486232E+308,LMT,SELL,0,26.2,27.2,,1.79769313486232E+308,True,GTC,,
BHB,DU3053535,10748,,40,1.79769313486232E+308,LMT,SELL,0,30.49,31.49,,1.79769313486232E+308,True,GTC,,
BHB,DU3053535,10749,,40,1.79769313486232E+308,TRAIL LIMIT,SELL,1.86,0,23.06,,-11.53,True,GTC,,
RELX,DU3053535,10738,,40,1.79769313486232E+308,LMT,BUY,0,25.41,26.41,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 198167234≥+24.91, 198167234≥+32564,margin ≥+20
RELX,DU3053535,10739,,40,1.79769313486232E+308,LMT,SELL,0,27.03,28.03,,1.79769313486232E+308,True,GTC,,
EWA,DU3053535,10736,,40,1.79769313486232E+308,LMT,SELL,0,26.53,27.53,,1.79769313486232E+308,True,GTC,,
EWA,DU3053535,10737,,40,1.79769313486232E+308,TRAIL LIMIT,SELL,0.66,0,23.87,,-11.93,True,GTC,,
ENVA,DU3053535,10742,,38,1.79769313486232E+308,LMT,SELL,0,31.92,32.92,,1.79769313486232E+308,True,GTC,,
ENVA,DU3053535,10743,,38,1.79769313486232E+308,TRAIL LIMIT,SELL,1.91,0,24.29,,-12.15,True,GTC,,
RELX,DU3053535,10740,,40,1.79769313486232E+308,TRAIL LIMIT,SELL,0.71,0,24.2,,-12.1,True,GTC,,
ENVA,DU3053535,10741,,38,1.79769313486232E+308,LMT,BUY,0,26.72,27.72,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 171878394≥+26.2, 171878394≥+270382,margin ≥+20
NVT,DU3053535,10697,,41,1.79769313486232E+308,LMT,SELL,0,27.8,28.8,,1.79769313486232E+308,True,GTC,,
NVT,DU3053535,10698,,41,1.79769313486232E+308,TRAIL LIMIT,SELL,1.16,0,23.15,,-11.58,True,GTC,,
JEF,DU3053535,10695,,40,1.79769313486232E+308,TRAIL LIMIT,SELL,1.25,0,23.58,,-11.79,True,GTC,,
NVT,DU3053535,10696,,41,1.79769313486232E+308,LMT,BUY,0,24.8,25.8,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 314064093≥+24.31, 314064093≥+442327,margin ≥+20
SJI,DU3053535,10704,,41,1.79769313486232E+308,TRAIL LIMIT,SELL,1.48,0,22.33,,-11.16,True,GTC,,
GCP,DU3053535,10705,,40,1.79769313486232E+308,LMT,BUY,0,25.35,26.35,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 219768320≥+24.86, 219768320≥+60182,margin ≥+20
SJI,DU3053535,10702,,41,1.79769313486232E+308,LMT,BUY,0,24.3,25.3,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 12154≥+23.82, 12154≥+658291,margin ≥+20
SJI,DU3053535,10703,,41,1.79769313486232E+308,LMT,SELL,0,28.27,29.27,,1.79769313486232E+308,True,GTC,,
HNGR,DU3053535,10689,,40,1.79769313486232E+308,TRAIL LIMIT,SELL,2.09,0,22.79,,-11.4,True,GTC,,
FHB,DU3053535,10690,,40,1.79769313486232E+308,LMT,BUY,0,25.2,26.2,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 242971206≥+24.71, 242971206≥+458164,margin ≥+20
HNGR,DU3053535,10687,,40,1.79769313486232E+308,LMT,BUY,0,25.38,26.38,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 755007≥+24.88, 755007≥+43073,margin ≥+20
HNGR,DU3053535,10688,,40,1.79769313486232E+308,LMT,SELL,0,31.16,32.16,,1.79769313486232E+308,True,GTC,,
JEF,DU3053535,10693,,40,1.79769313486232E+308,LMT,BUY,0,25.33,26.33,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 318911976≥+24.83, 318911976≥+1097800,margin ≥+20
JEF,DU3053535,10694,,40,1.79769313486232E+308,LMT,SELL,0,28.58,29.58,,1.79769313486232E+308,True,GTC,,
FHB,DU3053535,10691,,40,1.79769313486232E+308,LMT,SELL,0,29.31,30.31,,1.79769313486232E+308,True,GTC,,
FHB,DU3053535,10692,,40,1.79769313486232E+308,TRAIL LIMIT,SELL,1.54,0,23.17,,-11.58,True,GTC,,
SIVR,DU3053535,10716,,38,1.79769313486232E+308,TRAIL LIMIT,SELL,1.45,0,24.47,,-12.24,True,GTC,,
HPQ,DU3053535,10717,,39,1.79769313486232E+308,LMT,BUY,0,25.65,26.65,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 209411801≥+25.15, 209411801≥+3876055,margin ≥+20
SIVR,DU3053535,10714,,38,1.79769313486232E+308,LMT,BUY,0,26.44,27.44,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 334909235≥+25.92, 334909235≥+199509,margin ≥+20
SIVR,DU3053535,10715,,38,1.79769313486232E+308,LMT,SELL,0,30.26,31.26,,1.79769313486232E+308,True,GTC,,
JELD,DU3053535,10720,,39,1.79769313486232E+308,LMT,BUY,0,26.12,27.12,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 263852212≥+25.61, 263852212≥+162345,margin ≥+20
JELD,DU3053535,10721,,39,1.79769313486232E+308,LMT,SELL,0,31.05,32.05,,1.79769313486232E+308,True,GTC,,
HPQ,DU3053535,10718,,39,1.79769313486232E+308,LMT,SELL,0,28.64,29.64,,1.79769313486232E+308,True,GTC,,
HPQ,DU3053535,10719,,39,1.79769313486232E+308,TRAIL LIMIT,SELL,1.17,0,23.98,,-11.99,True,GTC,,
EPAC,DU3053535,10708,,40,1.79769313486232E+308,LMT,BUY,0,24.9,25.9,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 399802179≥+24.42, 399802179≥+147364,margin ≥+20
EPAC,DU3053535,10709,,40,1.79769313486232E+308,LMT,SELL,0,29.29,30.29,,1.79769313486232E+308,True,GTC,,
GCP,DU3053535,10706,,40,1.79769313486232E+308,LMT,SELL,0,29.51,30.51,,1.79769313486232E+308,True,GTC,,
GCP,DU3053535,10707,,40,1.79769313486232E+308,TRAIL LIMIT,SELL,1.55,0,23.31,,-11.66,True,GTC,,
VIRT,DU3053535,10712,,39,1.79769313486232E+308,LMT,SELL,0,29.06,30.06,,1.79769313486232E+308,True,GTC,,
VIRT,DU3053535,10713,,39,1.79769313486232E+308,TRAIL LIMIT,SELL,1.16,0,24.44,,-12.22,True,GTC,,
EPAC,DU3053535,10710,,40,1.79769313486232E+308,TRAIL LIMIT,SELL,1.62,0,22.79,,-11.39,True,GTC,,
VIRT,DU3053535,10711,,39,1.79769313486232E+308,LMT,BUY,0,26.11,27.11,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 190480975≥+25.6, 190480975≥+265800,margin ≥+20
MT,DU3053535,10665,,41,1.79769313486232E+308,TRAIL LIMIT,SELL,1.58,0,22.8,,-11.4,True,GTC,,
NI,DU3053535,10666,,41,1.79769313486232E+308,LMT,BUY,0,24.35,25.35,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 10260≥+23.88, 10260≥+1019218,margin ≥+20
MT,DU3053535,10663,,41,1.79769313486232E+308,LMT,BUY,0,24.87,25.87,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 276046464≥+24.38, 276046464≥+228945,margin ≥+20
MT,DU3053535,10664,,41,1.79769313486232E+308,LMT,SELL,0,29.12,30.12,,1.79769313486232E+308,True,GTC,,
