COLUMN,0
DES,AAL,OPT,SMART/AMEX,20200717,12,Call,100
DES,AAPL,OPT,SMART/AMEX,20200717,385,Call,100
DES,AMD,OPT,SMART/AMEX,20200717,56,Call,100
DES,AMZN,OPT,SMART/AMEX,20200717,3300,Call,100
DES,NET,OPT,SMART/AMEX,20200717,40,Call,100
DES,GILD,OPT,SMART/AMEX,20200717,76,Call,100
DES,DIS,OPT,SMART/AMEX,20200717,120,Call,100
DES,FB,OPT,SMART/AMEX,20200717,245,Call,100
DES,NFLX,OPT,SMART/AMEX,20200717,560,Call,100
DES,NVDA,OPT,SMART/AMEX,20200717,420,Call,100
DES,ROKU,OPT,SMART/AMEX,20200717,155,Call,100
DES,TSLA,OPT,SMART/AMEX,20200717,1650,Call,100
DES,WMT,OPT,SMART/AMEX,20200717,130,Call,100
DES,BYND,OPT,SMART/AMEX,20200717,136,Call,100
DES,NKLA,OPT,SMART/AMEX,20200717,55,Call,100
DES,SPY,OPT,SMART/AMEX,20200717,320,Call,100
DES,AAL,OPT,SMART/AMEX,20200717,12,Put,100
DES,AAPL,OPT,SMART/AMEX,20200717,390,Put,100
DES,AMD,OPT,SMART/AMEX,20200717,57,Put,100
DES,AMZN,OPT,SMART/AMEX,20200717,3200,Put,100
DES,BA,OPT,SMART/AMEX,20200717,185,Put,100
DES,DAL,OPT,SMART/AMEX,20200717,28,Put,100
DES,DIS,OPT,SMART/AMEX,20200717,122,Put,100
DES,FB,OPT,SMART/AMEX,20200717,245,Put,100
DES,NFLX,OPT,SMART/AMEX,20200717,570,Put,100
DES,NVDA,OPT,SMART/AMEX,20200717,420,Put,100
DES,ROKU,OPT,SMART/AMEX,20200717,160,Put,100
DES,TSLA,OPT,SMART/AMEX,20200717,1550,Put,100
DES,WMT,OPT,SMART/AMEX,20200717,130,Put,100
DES,BYND,OPT,SMART/AMEX,20200717,135,Put,100
DES,SPY,OPT,SMART/AMEX,20200717,320,Put,100
DES,NKLA,OPT,SMART/AMEX,20200717,60,Put,100
DES,UAL,OPT,SMART/AMEX,20200717,35,Put,100
DES,DAL,OPT,SMART/AMEX,20200717,27,Call,100
DES,PEP,OPT,SMART/AMEX,20200717,140,Call,100
