Date,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW
27/04/2012,0.366,0.37,0.37,0.3499
30/04/2012,0.3781,0.366,0.3821,0.362
02/05/2012,0.3861,0.4022,0.4062,0.3741
03/05/2012,0.37,0.3861,0.3861,0.37
04/05/2012,0.366,0.37,0.37,0.366
07/05/2012,0.358,0.362,0.362,0.3499
08/05/2012,0.3539,0.362,0.362,0.3499
09/05/2012,0.3419,0.3539,0.3539,0.3419
10/05/2012,0.3499,0.3419,0.3539,0.3419
11/05/2012,0.3459,0.3459,0.3499,0.3419
14/05/2012,0.3338,0.3419,0.3459,0.3338
15/05/2012,0.3338,0.3338,0.3379,0.3298
16/05/2012,0.3258,0.3338,0.3338,0.3218
17/05/2012,0.3338,0.3258,0.3338,0.3258
18/05/2012,0.3258,0.3298,0.3298,0.3218
21/05/2012,0.3298,0.3258,0.3298,0.3218
22/05/2012,0.3338,0.3298,0.3338,0.3298
23/05/2012,0.3298,0.3338,0.3338,0.3258
24/05/2012,0.3298,0.3298,0.3298,0.3298
25/05/2012,0.3298,0.3258,0.3298,0.3258
28/05/2012,0.3298,0.3338,0.3338,0.3258
29/05/2012,0.3338,0.3338,0.3338,0.3338
30/05/2012,0.3298,0.3338,0.3338,0.3298
31/05/2012,0.3379,0.3258,0.3419,0.3258
01/06/2012,0.3338,0.3338,0.3379,0.3258
04/06/2012,0.3298,0.3298,0.3298,0.3298
05/06/2012,0.3298,0.3298,0.3298,0.3298
06/06/2012,0.3338,0.3258,0.3338,0.3258
07/06/2012,0.3298,0.3338,0.3338,0.3298
08/06/2012,0.3218,0.3218,0.3218,0.3218
11/06/2012,0.3298,0.3298,0.3298,0.3298
12/06/2012,0.3338,0.3298,0.3338,0.3298
13/06/2012,0.3379,0.3338,0.3379,0.3298
14/06/2012,0.3338,0.3379,0.3379,0.3298
15/06/2012,0.3218,0.3298,0.3298,0.3177
18/06/2012,0.3298,0.3298,0.3338,0.3258
19/06/2012,0.3218,0.3298,0.3298,0.3218
20/06/2012,0.3298,0.3258,0.3298,0.3258
21/06/2012,0.3258,0.3298,0.3298,0.3258
22/06/2012,0.3338,0.3258,0.3338,0.3218
25/06/2012,0.3298,0.3298,0.3298,0.3298
26/06/2012,0.3298,0.3298,0.3338,0.3298
27/06/2012,0.3298,0.3258,0.3338,0.3218
28/06/2012,0.3298,0.3298,0.3298,0.3298
29/06/2012,0.3338,0.3298,0.3379,0.3298
02/07/2012,0.3419,0.3379,0.3419,0.3298
03/07/2012,0.3459,0.3419,0.3539,0.3379
04/07/2012,0.3379,0.3419,0.3459,0.3379
05/07/2012,0.3338,0.3338,0.3379,0.3338
06/07/2012,0.3338,0.3338,0.3379,0.3298
09/07/2012,0.3338,0.3379,0.3379,0.3298
10/07/2012,0.3298,0.3338,0.3338,0.3258
11/07/2012,0.3379,0.3338,0.3379,0.3298
12/07/2012,0.3258,0.3338,0.3338,0.3258
13/07/2012,0.3298,0.3298,0.3338,0.3218
16/07/2012,0.3258,0.3298,0.3338,0.3218
18/07/2012,0.3258,0.3298,0.3338,0.3258
19/07/2012,0.3298,0.3258,0.3298,0.3258
